game_id,genre_id
9437,96
4573,40
8159,40
7091,96
5516,96
3458,12
3519,96
11333,40
15580,96
17305,40
12569,96
12896,96
7128,40
11529,96
4213,40
1651,96
17670,40
2079,89
10786,96
7011,96
17563,96
18299,96
6227,96
20498,96
339,96
13525,96
15766,89
9701,40
11201,89
13482,96
977,57
1497,32
2667,40
4434,89
14463,96
17007,114
11647,96
14397,96
12800,31
10833,31
6395,31
14264,89
11774,31
10793,31
948,31
5625,31
519,31
12900,31
816,31
3630,31
14481,31
986,31
6997,31
14405,31
764,31
1040,31
832,31
7212,31
414,31
6798,31
354,31
3205,31
1123,31
10349,31
3496,32
5996,31
18565,31
4929,96
9375,60
599,32
932,31
4168,31
9150,114
430,7
641,96
559,96
16541,96
6676,31
13484,96
14678,32
9814,25
13515,32
6496,31
320,32
5596,32
14060,31
7598,96
8128,31
1066,31
716,40
13474,25
2505,89
1425,40
1178,96
10962,31
57,96
9147,32
12249,31
2314,31
3173,7
9914,96
12989,96
4956,96
11763,96
9856,96
12315,96
299,96
12115,96
2034,96
5273,96
13386,96
934,96
632,96
10108,96
95,40
4640,7
207,40
5679,31
523,40
15637,40
16615,40
5266,40
1810,40
6028,40
2248,31
3750,40
7155,40
14908,7
436,31
15299,31
16124,31
3480,40
7501,31
17928,31
1801,31
6131,40
6716,40
5653,40
8904,40
3051,40
4271,40
10102,40
9359,40
5584,40
2140,40
4443,40
8102,40
21,40
9308,40
7484,40
1121,40
1270,40
1793,40
12551,40
215,40
5356,40
5194,40
15832,31
9711,31
9816,31
5919,31
8970,31
3974,40
5197,40
1723,40
581,7
9659,40
2139,40
4684,40
1070,40
1300,40
463,40
1049,31
5627,31
7554,7
467,40
249,40
479,31
475,40
18574,40
4662,7
7127,40
10558,40
15448,40
4062,40
13558,40
8583,40
7072,40
14375,7
5020,7
12224,40
13852,40
1435,40
1422,40
13151,40
434,40
14225,40
2272,40
6748,40
7363,40
910,40
1021,40
5287,40
11782,7
5222,7
94,7
14246,7
3739,7
494,7
1415,7
715,40
7523,40
9089,40
2500,40
4549,40
5583,40
10,40
7397,40
1324,60
622,40
422,40
2241,7
6776,40
1226,40
17568,40
7117,40
2095,7
2156,60
5270,90
420,90
10049,54
2141,90
11971,104
16277,104
5418,54
12218,104
11,26
666,81
2217,67
15811,104
1413,90
8324,6
386,26
197,104
17663,96
1120,67
1172,67
3700,17
3968,54
379,104
16244,26
3689,96
3054,40
1345,63
10694,96
3229,27
9010,104
13631,81
1396,102
12251,64
586,96
13240,104
9461,67
19274,25
8979,40
13853,7
19293,2
8711,7
13865,45
18328,45
1296,102
12205,96
3625,96
15886,55
3026,102
81,96
11717,96
11323,105
4357,102
10039,45
19722,55
13629,45
14526,45
1688,55
14664,45
16892,45
86,96
15596,45
368,45
16895,45
12003,101
6898,101
17664,45
14750,45
13008,101
